finding_id,study_id,publication_id,doi,publication_year,primary_research_family,outcome,outcome_family,statement,about_ids,n_values
P0366b5734a4e:F5,P0366b5734a4e:S1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,METHODS_RESEARCH,"Model coefficients, monotonicity, and scaling behavior",METHOD_PERFORMANCE_OR_DATA_QUALITY,"In CALE scaling factor models, vision and cognition were both ranked as the second most important dimensions after pain or discomfort, and vision had the larger absolute disutility.",P0366b5734a4e:O3,2
P0366b5734a4e:F6,P0366b5734a4e:S1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,METHODS_RESEARCH,"Model coefficients, monotonicity, and scaling behavior",METHOD_PERFORMANCE_OR_DATA_QUALITY,"The general-population data produced several nonsignificant and nonmonotonic coefficients, especially in additive models, but this local coefficient variation did not reduce the cross-validated predictive accuracy of the scaling factor models.",P0366b5734a4e:O3,0
P0366b5734a4e:F7,P0366b5734a4e:S1,doi:10.1016/j.jval.2026.02.012,10.1016/j.jval.2026.02.012,2026,METHODS_RESEARCH,Cross-validated predictive accuracy of scaling factor and standalone models,METHOD_PERFORMANCE_OR_DATA_QUALITY,"Model specification performance differed by bolt-on: the additive scaling factor model had lower error for vision, whereas the CALE scaling factor model had lower error for cognition.",P0366b5734a4e:O2,2
P03dcc963dc1a:F1,P03dcc963dc1a:S1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,POPULATION_REFERENCE_DESCRIPTION,Distribution of EQ-5D-5L dimension responses by age group and gender,HEALTH_STATUS_OR_EQ_VAS,"Full health (state 11111) was reported by 38.5% of respondents, more often by men than women.",P03dcc963dc1a:O1,2
P03dcc963dc1a:F2,P03dcc963dc1a:S1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,POPULATION_REFERENCE_DESCRIPTION,Distribution of EQ-5D-5L dimension responses by age group and gender,HEALTH_STATUS_OR_EQ_VAS,"At least one slight, moderate, severe or extreme health limitation was reported by 61.5%, 31.1%, 12.4% and 1.6% of respondents respectively.",P03dcc963dc1a:O1,4
P03dcc963dc1a:F3,P03dcc963dc1a:S1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,POPULATION_REFERENCE_DESCRIPTION,Distribution of EQ-5D-5L dimension responses by age group and gender,HEALTH_STATUS_OR_EQ_VAS,Problems were most frequent in pain/discomfort and anxiety/depression and least frequent in self-care.,P03dcc963dc1a:O1,5
P03dcc963dc1a:F4,P03dcc963dc1a:S1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,POPULATION_REFERENCE_DESCRIPTION,"EQ-5D-5L index value based on the interim Polish crosswalk value set, by age group and gender",PREFERENCE_OR_UTILITY,"The mean EQ-5D-5L index for the whole sample was 0.888 and declined almost linearly with age, from 0.963 at ages 18-24 to 0.723 at ages 75+; men had higher mean index values than women overall.",P03dcc963dc1a:O2,5
P03dcc963dc1a:F5,P03dcc963dc1a:S1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,POPULATION_REFERENCE_DESCRIPTION,Distribution of EQ-5D-5L dimension responses by age group and gender,HEALTH_STATUS_OR_EQ_VAS,"In cross-country comparison the South Korean population reported the most 'no problems' answers; Poland resembled Germany for mobility, self-care and usual activities, but Germans reported no problems in pain/discomfort and anxiety/depression considerably more often and reported perfect health more often.",P03dcc963dc1a:O1,3
P03dcc963dc1a:F6,P03dcc963dc1a:S1,doi:10.5114/aoms.2015.52126,10.5114/aoms.2015.52126,2015,POPULATION_REFERENCE_DESCRIPTION,,,"The achieved sample matched the Polish adult population on gender, age, region, place of living, education and occupational status, with a maximum estimation error of ±1.55%.",P03dcc963dc1a:POP1 | P03dcc963dc1a:SAM2,2
P04394749b281:F1,P04394749b281:S1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,"The authors formulated 23 criteria for developing, assessing, and selecting candidate EQ-5D bolt-on descriptors.",,1
P04394749b281:F2,P04394749b281:S1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,The development group contained five dimension-structure criteria and six dimension-language-and-framing criteria.,,2
P04394749b281:F3,P04394749b281:S1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,The selection group contained four face-and-content-validity criteria and eight numbered classical psychometric criteria in Table 4.,,2
P04394749b281:F4,P04394749b281:S1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,"Development criteria favored short and parsimonious items, consistency with the target EQ-5D version and its negative severity framing, translatability, generic wording where possible, and language informed by qualitative work with relevant populations.",P04394749b281:CON1,0
P04394749b281:F5,P04394749b281:S1,doi:10.1007/s11136-022-03138-7,10.1007/s11136-022-03138-7,2022,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,"Assessment and selection criteria covered comprehensibility, salience, relevance across populations and severity levels, response distributions and missingness, ceiling effects, test-retest reliability, divergent and convergent construct validity, known-groups validity, and responsiveness.",P04394749b281:CON2 | P04394749b281:CON3,0
P046968c0295e:F1,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"Itch was the most frequently reported symptom in both groups. All original EQ-5D-5L and bolt-on dimensions were spontaneously reported by at least 20% of each group, and the authors judged that data saturation was attained.",,2
P046968c0295e:F2,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"All participants found the EQ-5D-5L with the skin irritation and self-confidence bolt-ons easy to complete. Almost all regarded the seven dimensions as relevant and important, and all said that adding these two bolt-ons reflected the effect of their condition better than EQ-5D-5L alone.",,1
P046968c0295e:F3,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,Every participant regarded skin irritation as relevant and important and preferred its addition to EQ-5D-5L. Skin irritation was also the bolt-on most often ranked as most relevant or important.,,4
P046968c0295e:F4,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"Every participant regarded self-confidence as relevant and important. All participants with atopic dermatitis spontaneously described an effect on self-confidence, compared with about half of those with chronic urticaria.",,2
P046968c0295e:F5,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"More than half of each condition group regarded the sleep bolt-on as relevant and important, and most participants who were asked preferred its addition to EQ-5D-5L.",,2
P046968c0295e:F6,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"The social relationships bolt-on had weaker support: it was relevant and important to some participants, but it was most frequently ranked as the least relevant or important bolt-on in both condition groups.",,2
P046968c0295e:F7,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"Participants identified possible conceptual overlap between skin irritation and pain or discomfort, between self-confidence and anxiety or depression, and between self-confidence and social relationships. Most participants nevertheless regarded the overlapping dimensions as sufficiently distinct.",,0
P046968c0295e:F8,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"Views on the EQ-5D-5L current-day recall period were mixed. Fourteen participants said that their responses would differ for a past-week recall period, and two participants with chronic urticaria said that one day did not represent their fluctuating symptoms.",,1
P046968c0295e:F9,P046968c0295e:S1,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,2025,MEASUREMENT_PROPERTY_EVALUATION,,,"Participants proposed wording or content changes, including clearer or expanded dimension wording, splitting anxiety and depression, and using broader skin-irritation response wording rather than wording focused only on itch.",,0
P04a390149f4a:F1,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,Both EQ-5D-Y versions had complete responses at baseline.,,1
P04a390149f4a:F2,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,"The EQ-5D-Y-5L reduced the full-health-state ceiling relative to the EQ-5D-Y-3L, but the difference was not significant; floor reporting was also rare.",,4
P04a390149f4a:F3,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,Response inconsistency between corresponding 3L and 5L dimension levels varied by dimension and was highest for doing Usual Activities.,,2
P04a390149f4a:F4,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,The five-level version increased absolute informativity across all dimensions while it retained similar response evenness.,,2
P04a390149f4a:F5,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,"Both EQ-5D-Y versions showed similar low-to-moderate concurrent validity with related PedsQL items and self-rated health; emotional, social, and school associations were generally poor.",,0
P04a390149f4a:F6,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,"Both EQ-5D-Y versions detected improvement during acute orthopaedic recovery, with the greatest change from baseline to 48 hours; dimension-level change was generally greater for the five-level version.",,2
P04a390149f4a:F7,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,"Among participants who reported improved self-rated health, both level sum scores changed significantly, with moderate-to-large effects; neither version detected significant change in participants who reported worse self-rated health.",,2
P04a390149f4a:F8,P04a390149f4a:S1,doi:10.1186/s12955-022-01938-6,10.1186/s12955-022-01938-6,2022,MEASUREMENT_PROPERTY_EVALUATION,,,"Mean EQ VAS scores increased during follow-up, with significant improvements from baseline to 24 hours and from baseline to 48 hours.",,2
P04adc98177a2:F1,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,"Of 1,321 respondents, 1,237 met the inclusion criteria and contributed data to modelling.",,2
P04adc98177a2:F2,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,"All tested models were logically consistent. The selected weighted hybrid model combined cTTO and DCE data, used eight parameters without an intercept, accounted for censoring, respondent random effects, and linear heteroskedasticity, and had the best overall predictive performance.",P04adc98177a2:P1,3
P04adc98177a2:F3,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,"The Norwegian value set predicted values from -0.453 to 1 across all 3,125 EQ-5D-5L states.",P04adc98177a2:P1,1
P04adc98177a2:F4,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,"Anxiety/depression made the largest contribution to health-state values, followed by pain/discomfort, self-care, mobility, and usual activities.",P04adc98177a2:P1,0
P04adc98177a2:F5,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,"The Norwegian value set classified 333 states as worse than dead, fewer than the UK crosswalk, Danish, and United States value sets but more than the Swedish value set.",P04adc98177a2:P1,5
P04adc98177a2:F6,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,"Weighting the sample to the Norwegian population by age, sex, education, and geographic region made very little difference to results.",,0
P04adc98177a2:F7,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,"Norwegian predicted values were generally higher than values from the currently recommended UK crosswalk, and sensitivity across severity was closely parallel to the Danish value set.",P04adc98177a2:P1,0
P04adc98177a2:F8,P04adc98177a2:S1,doi:10.1007/s11136-024-03837-3,10.1007/s11136-024-03837-3,2024,VALUE_SET_DEVELOPMENT,,,Protocol compliance was high; the main quality-control flags concerned short cTTO completion time and inconsistent valuations of state 55555 or other states.,,2
P05483abdfe8e:FIND1,P05483abdfe8e:S1,doi:10.1007/s11136-025-03925-y,10.1007/s11136-025-03925-y,2025,HEALTH_OUTCOME_RESEARCH,Subjective and objective financial toxicity,ECONOMIC_OR_BURDEN,"High subjective financial toxicity was present in 21% of patients, and 51% reported at least one objective financial coping strategy. Borrowing and withdrawing savings or pension were the most common strategies.",P05483abdfe8e:O6,4
P05483abdfe8e:FIND2,P05483abdfe8e:S1,doi:10.1007/s11136-025-03925-y,10.1007/s11136-025-03925-y,2025,HEALTH_OUTCOME_RESEARCH,,,"FACIT-COST total scores had moderate instrument-level correlations with EQ-HWB level summary scores, EQ-HWB-S index values, EQ VAS, and EQ-5D-5L index values; poorer financial well-being was associated with poorer health and well-being.",,4
P05483abdfe8e:FIND3,P05483abdfe8e:S1,doi:10.1007/s11136-025-03925-y,10.1007/s11136-025-03925-y,2025,HEALTH_OUTCOME_RESEARCH,Selected EQ-5D-5L and EQ-HWB item response levels,HEALTH_STATUS_OR_EQ_VAS,"After adjustment for sociodemographic and clinical covariates, higher subjective financial toxicity was associated with more problems in EQ-5D-5L pain/discomfort and anxiety/depression and in EQ-HWB exhaustion, anxiety, sadness/depression, pain, frustration, and discomfort.",P05483abdfe8e:O5,0
P05483abdfe8e:FIND4,P05483abdfe8e:S1,doi:10.1007/s11136-025-03925-y,10.1007/s11136-025-03925-y,2025,HEALTH_OUTCOME_RESEARCH,EQ-5D-5L index value scored with the Indonesian value set,PREFERENCE_OR_UTILITY,"In fully adjusted ordinary least squares models, higher subjective financial toxicity was associated with lower EQ-5D-5L index, EQ VAS, and EQ-HWB-S index values and with a higher, worse EQ-HWB level summary score; all associations had p<0.001.",P05483abdfe8e:O1 | P05483abdfe8e:O2 | P05483abdfe8e:O3 | P05483abdfe8e:O4,4
P05483abdfe8e:FIND5,P05483abdfe8e:S1,doi:10.1007/s11136-025-03925-y,10.1007/s11136-025-03925-y,2025,HEALTH_OUTCOME_RESEARCH,,,"After covariate adjustment, objective financial toxicity was associated only with more problems in EQ-HWB-S exhaustion and was not significant for the other item or overall-score regression outcomes.",P05483abdfe8e:SF2,1
P05483abdfe8e:FIND6,P05483abdfe8e:S1,doi:10.1007/s11136-025-03925-y,10.1007/s11136-025-03925-y,2025,HEALTH_OUTCOME_RESEARCH,EQ-HWB-S index value scored with the United Kingdom pilot value set,PREFERENCE_OR_UTILITY,The fully adjusted models explained more variance in EQ-HWB-S index values and EQ-HWB level summary scores than in EQ-5D-5L index values and EQ VAS scores.,P05483abdfe8e:O3 | P05483abdfe8e:O4,2
